1.13111	-1.76714	-1.77515	 0
1.55349	-0.759644	-2.20947	 0
2.12803	-1.22146	-1.20935	 0
2.09784	-0.757427	-1.47643	 0
1.16701	-0.759124	-2.22618	 0
1.11081	-1.30775	-2.23471	 0
1.74186	-0.767267	-2.2274	 0
1.08887	-0.761667	-2.01227	 0
1.99658	-1.77137	-2.24307	 0
1.76488	-0.76912	-1.23921	 0
1.42541	-1.76219	-1.225	 0
1.54153	-1.76325	-1.22941	 0
1.10667	-1.74954	-2.23559	 0
1.13372	-0.777312	-1.65856	 0
-0.445319	-0.697865	-0.738745	 1
-0.982442	0.115724	0.501952	 1
-2.00074	0.439558	1.46675	 1
-1.68669	0.709871	1.47437	 1
-1.96477	-0.239168	1.49189	 1
-1.11513	-0.25775	1.49607	 1
-1.66396	-1.10049	-0.690671	 1
-1.9588	-0.255361	0.496471	 1
-0.295079	1.74431	0.64564	 1
-1.00815	0.107627	1.48284	 1
-1.98864	0.477952	0.477965	 1
-1.99251	-0.263155	0.849123	 1
-1.98544	0.144727	0.482138	 1
-1.99797	-0.248563	1.01812	 1
-1.98923	-0.103754	1.48918	 1
-1.66941	-1.07358	0.177721	 1
-1.98269	0.726044	1.11627	 1
0.955049	0.43892	-0.984235	 1
-1.9927	-0.275843	0.475716	 1
-0.674509	-0.485711	0.177015	 1
-1.14568	-0.0310218	-0.824481	 1
-0.969061	0.735831	1.44781	 1
-1.0083	0.761828	1.01765	 1
-1.98467	0.0204691	0.483429	 1
-1.83148	0.743019	1.49921	 1
-0.681114	-0.813055	0.190944	 1
-0.996489	0.717382	0.47921	 1
-1.96995	-0.225144	0.815828	 1
-1.97305	-0.248257	1.3615	 1
-1.99206	0.742311	0.496605	 1
-1.2797	-1.05442	-0.824775	 1
-0.991499	0.218161	0.471429	 1
-1.19329	-0.281845	1.46256	 1
1.16699	1.45629	-0.521455	 1
-0.978436	0.678556	1.47357	 1
-1.47968	0.730199	0.494847	 1
-1.0006	-0.220658	0.833077	 1
-1.00859	-0.264996	1.00743	 1
-2.00608	0.168415	1.47798	 1
-1.75977	0.763399	1.53641	 1
-1.9878	0.70317	0.799306	 1
-1.95831	0.379442	0.482434	 1
-1.11025	-0.311085	0.468639	 1
-1.98225	0.700335	1.50033	 1
-1.02262	0.276766	1.44852	 1
-1.16536	-0.238685	1.5237	 1
-1.62639	-0.20792	-0.793234	 1
-1.97436	-0.0223988	1.48797	 1
-1.97982	-0.272927	1.1565	 1
-0.970356	0.731315	0.617373	 1
-0.986939	-0.262782	0.70766	 1
-1.00616	-0.225025	0.547771	 1
-1.13249	-0.299376	0.470122	 1
-1.96871	-0.174737	1.50685	 1
-1.14189	-0.240201	1.49308	 1
-0.818287	-0.0641259	0.157005	 1
-1.98674	-0.269868	1.09109	 1
-0.652524	-0.33281	0.177558	 1
-2.0019	0.714919	1.17954	 1
-1.30965	0.738773	1.47944	 1
-1.9869	-0.2752	0.779746	 1
-1.96891	-0.274622	1.37115	 1
-1.52334	-0.258559	0.478297	 1
-1.41927	-0.275962	0.472425	 1
-1.97316	0.756753	0.761999	 1
-1.64542	-0.25509	1.50084	 1
-1.80379	0.727582	0.477845	 1
-0.635192	-0.0693166	0.00192597	 1
-1.99999	0.762572	1.09969	 1
-1.55586	-0.0912467	-0.799869	 1
-1.98521	0.695161	1.46187	 1
-1.97653	-0.291043	0.605753	 1
-0.629944	-0.430464	0.198376	 1
-1.832	-0.58343	-1.44032	 1
-1.41107	-0.248156	0.497625	 1
-2.00461	-0.246177	1.25217	 1
-0.966047	-0.27393	0.576575	 1
-2.00251	0.142486	1.45383	 1
-1.98117	0.713691	1.33591	 1
-0.759983	-0.0309278	-0.801152	 1
-1.00257	0.215804	1.46264	 1
-0.992823	-0.285807	1.14385	 1
-1.96811	-0.251114	1.33968	 1
-1.95431	-0.0487472	1.50748	 1
-0.97467	0.780884	0.634045	 1
-1.00027	0.112368	0.472332	 1
-1.49579	0.723843	0.510278	 1
-0.978049	0.0643144	1.49928	 1
-1.04077	0.739759	0.501056	 1
-1.14473	-0.241087	0.476146	 1
-0.961	0.474705	0.50596	 1
-1.07918	-0.259168	1.46664	 1
-2.00169	0.459301	1.49357	 1
-0.977744	0.129397	1.50924	 1
-0.980808	0.72233	1.41739	 1
-0.975682	0.179114	0.498884	 1
